Order date,product_left,wareh_name,wareh_addr,wareh_state,prod_name,prod_cate,prod_price,prod_website,prod_short_description,prod_depth,prod_height,prod_width,prod_size,prod_quantity,store_id,sup_name,sup_email,sup_tel,time_id,time_date,time_month,time_quater,time_year,wareh_id,prod_id,sup_id,total_qty,total_qty_sold,prod_cost
20/6/2021 AD,-7,West Before Depot,"1178 Garcia Center, Tallahassee, Florida 32301",Florida (FL),VASSVIKEN,Cabinets & cupboards,100,https://www.ikea.com/us/en/p/vassviken-door-drawer-front-white-80414256/,Door/drawer front,32,21,12,Medium,256,S0990,Burgess PLC,reidamanda@hanson.info,(501) 196-8834,TM0646,20,6,Q2,2021,WH0350,PD0990,SPE0119,22,29,98
25/9/2022 AD,2,South Stock Storage,"108 Jason Harbors Apt. 543, Honolulu, Hawaii 96813",Hawaii (HI),KALLAX,Cabinets & cupboards,159.99,https://www.ikea.com/us/en/p/kallax-shelving-unit-with-4-inserts-white-s59278307/,Shelving unit with 4 inserts,39,147,77,Small,104,S0741,Pena Inc,mayerjennifer@foster.com,(302) 175-4037,TM0647,25,9,Q3,2022,WH0392,PD0741,SPE0115,10,8,157.99
12/6/2019 AD,29,East Point Depot,"12883 Krueger Street, Santa Fe, New Mexico 87501",New Mexico (NM),PAX,Bookcases & shelving units,185,https://www.ikea.com/us/en/p/pax-add-on-corner-unit-with-4-shelves-white-30346934/,Add-on corner unit with 4 shelves,22,93,20,Big,284,S0382,Perry Ltd,williamscharles@boyd-fleming.com,(405) 154-4038,TM0648,12,6,Q2,2019,WH1000,PD0382,SPE0024,43,14,176
27/5/2021 AD,17,East Along Storage,"5752 Thomas Via, Providence, Rhode Island 02903",Rhode Island (RI),KALLAX,Bookcases & shelving units,74.99,https://www.ikea.com/us/en/p/kallax-shelf-unit-with-doors-white-s19278272/,Shelf unit with doors,15,30,30,Small,124,S0466,"Griffith, Gonzalez and Brown",william91@elliott.org,(512) 199-1321,TM0649,27,5,Q2,2021,WH1616,PD0466,SPE0040,32,15,68.99
22/6/2021 AD,13,Central She Storage,"65359 Taylor Cliff Suite 629, Pierre, South Dakota 57501",South Dakota (SD),ROTHULT,Cabinets & cupboards,95,https://www.ikea.com/us/en/p/rothult-smart-lock-white-00359739/,Smart lock,,7,3,Small,425,S0757,Patterson-Hensley,rojaslauren@davidson.org,(609) 120-5058,TM0650,22,6,Q2,2021,WH0977,PD0757,SPE0075,30,17,90
13/2/2022 AD,10,Central Or Warehouse,"816 Laura Courts, Springfield, Illinois 62701",Illinois (IL),UPPLEVA,Bookcases & shelving units,145,https://www.ikea.com/us/en/p/uppleva-wall-bracket-for-tv-fixed-90226797/,Wall bracket for TV,,,,Small,85,S0691,Williams PLC,twilson@ross.org,(334) 169-6330,TM0651,13,2,Q1,2022,WH1226,PD0691,SPE0129,15,5,142
26/1/2023 AD,34,East Nothing Warehouse,"694 Hill Terrace Suite 244, Santa Fe, New Mexico 87501",New Mexico (NM),TROFAST,Nursery furniture,350,https://www.ikea.com/us/en/p/trofast-storage-combination-white-white-s49123405/,Storage combination,44,56,99,Small,185,S1830,Brown Inc,jarroyo@harris-kim.info,(919) 126-8259,TM0652,26,1,Q1,2023,WH1408,PD1830,SPE0026,44,10,344
23/5/2019 AD,1,West Top Warehouse,"2125 Brandon Terrace Apt. 537, Dover, Delaware 19901",Delaware (DE),ALGOT,Bookcases & shelving units,388.6,https://www.ikea.com/us/en/p/algot-wall-upright-shelves-drying-rack-s79279457/,Wall upright/shelves/drying rack,,,,Small,364,S0721,Jones-Fisher,jessicamoss@barnes.net,(601) 165-5769,TM0653,23,5,Q2,2019,WH0507,PD0721,SPE0142,22,21,379.6
8/6/2020 AD,12,North Class Depot,"8079 Rasmussen Summit, Harrisburg, Pennsylvania 17101",Pennsylvania (PA),YNGVAR,Bar furniture,145,https://www.ikea.com/us/en/p/yngvar-chair-anthracite-80417636/,Chair,40,35,40,Medium,26,S0034,Archer PLC,gmccullough@robinson.com,(302) 146-1678,TM0654,8,6,Q2,2020,WH0940,PD0034,SPE0046,35,23,137
22/5/2021 AD,25,Central Over Warehouse,"629 Ramirez Inlet, Montpelier, Vermont 05602",Vermont (VT),NORDLI,Chests of drawers & drawer units,620,https://www.ikea.com/us/en/p/nordli-chest-of-2-drawers-white-s49276549/,Chest of 2 drawers,47,99,40,Big,358,S1649,King Inc,shirleymartin@patel.com,(515) 181-6719,TM0655,22,5,Q2,2021,WH0192,PD1649,SPE0145,46,21,619
22/5/2020 AD,29,King Warehouse,"92948 Doris Rapids Suite 229
 Atlanta, GA 30301",Georgia (GA),IDÅSEN,Cabinets & cupboards,1090,https://www.ikea.com/us/en/p/idasen-high-cabinet-with-smart-lock-beige-s29287214/,High cabinet with smart lock,47,172,45,Medium,294,S0903,"Mueller, Gill and Williams",hernandezdaniel@edwards.com,(651) 157-5406,TM0656,22,5,Q2,2020,WH0124,PD0903,SPE0107,49,20,1080
25/7/2023 AD,17,North Clearly Storage,"0923 Jeffrey Mission, Santa Fe, New Mexico 87501",New Mexico (NM),NORDMELA,Chests of drawers & drawer units,636,https://www.ikea.com/us/en/p/nordmela-chest-of-4-drawers-black-blue-10421665/,Chest of 4 drawers,44,50,159,Small,233,S1575,"Ferguson, Martinez and Clark",john80@burke.biz,(303) 180-3894,TM0657,25,7,Q3,2023,WH0645,PD1575,SPE0076,38,21,634
7/2/2020 AD,4,Central Whatever Depot,"8504 Douglas Route Apt. 116, Frankfort, Kentucky 40601",Kentucky (KY),KARLJAN,Chairs,125,https://www.ikea.com/us/en/p/karljan-chair-red-kabusa-red-80443904/,Chair,55,81,49,Big,302,S1127,"Davis, Johnson and Hopkins",brian27@phillips-davis.com,(808) 198-8308,TM0658,7,2,Q1,2020,WH1971,PD1127,SPE0118,28,24,121
10/2/2022 AD,30,North While Depot,"8470 Michael Vista Apt. 337, Cheyenne, Wyoming 82001",Wyoming (WY),INGATORP / INGATORP,Chairs,3225,https://www.ikea.com/us/en/p/ingatorp-ingatorp-table-and-4-chairs-black-s09252197/,Table and 4 chairs,,74,87,Medium,357,S1473,Elliott Inc,knappjason@williams.info,(801) 113-4260,TM0659,10,2,Q1,2022,WH1059,PD1473,SPE0150,42,12,3216
13/3/2023 AD,35,Reyes Warehouse,"99613 Williams Ridges Suite 120
 Lansing, MI 48933",Michigan (MI),BESTÅ,Cabinets & cupboards,1870,https://www.ikea.com/us/en/p/besta-storage-combination-with-doors-black-brown-kallviken-dark-grey-concrete-effect-s19205884/,Storage combination with doors,40,192,120,Big,131,S0763,"Harris, Conrad and Torres",michael28@king-chan.biz,(517) 129-3448,TM0660,13,3,Q1,2023,WH0062,PD0763,SPE0078,39,4,1861
28/4/2022 AD,24,West Coach Depot,"937 Bryant Haven, Jefferson City, Missouri 65101",Missouri (MO),ASKVOLL,Chests of drawers & drawer units,175,https://www.ikea.com/us/en/p/askvoll-chest-of-2-drawers-white-stained-oak-effect-white-20270816/,Chest of 2 drawers,41,48,41,Big,431,S1562,"Thomas, Larson and Daugherty",rbeard@williams.com,(617) 132-6318,TM0661,28,4,Q2,2022,WH0337,PD1562,SPE0082,48,24,172
8/5/2022 AD,31,East Season Storage,"8540 Brian Shore, Honolulu, Hawaii 96813",Hawaii (HI),ENHET,Bookcases & shelving units,225,https://www.ikea.com/us/en/p/enhet-high-cabinet-with-2-doors-white-s79472148/,High cabinet with 2 doors,24,80,18,Medium,429,S0492,"Austin, Mack and Pearson",mortonjames@mckay-rivera.com,(802) 132-9229,TM0662,8,5,Q2,2022,WH0533,PD0492,SPE0025,36,5,219
5/10/2023 AD,11,West History Storage,"62542 Griffith Via, Springfield, Illinois 62701",Illinois (IL),KLIMPEN,Bookcases & shelving units,345,https://www.ikea.com/us/en/p/klimpen-table-leg-with-storage-grey-light-grey-10353765/,Table leg with storage,33,70,58,Big,327,S0648,Woods LLC,stephaniecastillo@ewing.net,(304) 154-7096,TM0663,5,10,Q4,2023,WH1384,PD0648,SPE0022,41,30,344
14/12/2020 AD,1,Central Long Depot,"83417 Bauer Field Apt. 973, Richmond, Virginia 23219",Virginia (VA),HENRIKSDAL,Chairs,225,https://www.ikea.com/us/en/p/henriksdal-chair-frame-white-00141689/,Chair frame,58,97,51,Small,197,S1207,Burgess PLC,reidamanda@hanson.info,(501) 196-8834,TM0664,14,12,Q4,2020,WH0695,PD1207,SPE0119,29,28,221
3/6/2020 AD,-6,Central Hear Distribution Center,"550 John Mountains, Olympia, Washington 98501",Washington (WA),KOMPLEMENT,Bookcases & shelving units,25,https://www.ikea.com/us/en/p/komplement-shelf-dark-gray-60509142/,Shelf,96.1,1.8,57.3,Medium,202,S0322,"Sharp, Johnson and Taylor",madeline41@cole.net,(850) 176-9730,TM0665,3,6,Q2,2020,WH1580,PD0322,SPE0095,13,19,21
22/7/2022 AD,35,West Specific Storage,"479 Chelsea Hill, Springfield, Illinois 62701",Illinois (IL),ENHET,Bookcases & shelving units,180,https://www.ikea.com/us/en/p/enhet-high-cb-w-4-shelves-white-90526102/,High cb w 4 shelves,24,80,18,Medium,362,S0548,"Marquez, Hall and Miller",lmorgan@ramirez-alvarez.com,(501) 190-3414,TM0666,22,7,Q3,2022,WH1584,PD0548,SPE0127,46,11,172
12/5/2021 AD,-8,South Door Storage,"7038 Porter Greens Suite 020, Montpelier, Vermont 05602",Vermont (VT),NORRÅKER / NORRARYD,Café furniture,1385,https://www.ikea.com/us/en/p/norraker-norraryd-bar-table-and-2-bar-stools-black-black-s89280380/,Bar table and 2 bar stools,,104,74,Small,151,S1041,Smith LLC,tonyasmith@lawson.biz,(515) 147-7191,TM0667,12,5,Q2,2021,WH0275,PD1041,SPE0039,13,21,1383
28/8/2019 AD,12,North Sport Depot,"5558 Anderson Parkways Apt. 714, Carson City, Nevada 89701",Nevada (NV),BESTÅ,Cabinets & cupboards,475,https://www.ikea.com/us/en/p/besta-tv-bench-black-brown-40299885/,TV bench,40,64,120,Big,255,S0920,Miller and Sons,jill72@dean.com,(609) 137-1022,TM0668,28,8,Q3,2019,WH1521,PD0920,SPE0099,15,3,465
28/3/2023 AD,29,South Carry Distribution Center,"07116 John Greens Suite 387, Richmond, Virginia 23219",Virginia (VA),MÖRBYLÅNGA / TOSSBERG,Chairs,5465,https://www.ikea.com/us/en/p/moerbylanga-tossberg-table-and-6-armchairs-oak-veneer-brown-stained-metal-grey-s79288032/,Table and 6 armchairs,,,100,Big,217,S1398,Jackson Ltd,meredith63@carroll.com,(360) 144-4855,TM0669,28,3,Q1,2023,WH1515,PD1398,SPE0054,44,15,5460
15/10/2023 AD,4,West He Distribution Center,"8548 Sullivan Rue Suite 372, Little Rock, Arkansas 72201",Arkansas (AR),LÅNGFJÄLL,Chairs,645,https://www.ikea.com/us/en/p/langfjaell-conference-chair-gunnared-blue-white-s19252347/,Conference chair,67,,67,Small,232,S1243,"Marquez, Hall and Miller",lmorgan@ramirez-alvarez.com,(501) 190-3414,TM0670,15,10,Q4,2023,WH0281,PD1243,SPE0127,22,18,636
20/8/2020 AD,25,West Week Depot,"5738 Robles Wells, Madison, Wisconsin 53703",Wisconsin (WI),HAVSTEN,Outdoor furniture,2975,https://www.ikea.com/us/en/p/havsten-3-seat-sofa-in-outdoor-with-open-end-without-armrests-beige-s49251983/,3-seat sofa,94,90,245,Small,72,S1945,Smith LLC,tonyasmith@lawson.biz,(515) 147-7191,TM0671,20,8,Q3,2020,WH1767,PD1945,SPE0039,43,18,2974
24/5/2023 AD,38,North Challenge Warehouse,"048 Amanda Cove Apt. 389, Jefferson City, Missouri 65101",Missouri (MO),BERGSHULT / KROKSHULT,Bookcases & shelving units,29,https://www.ikea.com/us/en/p/bergshult-krokshult-wall-shelf-brown-black-anthracite-s19326065/,Wall shelf,7,1,31,Big,128,S0544,Smith LLC,tonyasmith@lawson.biz,(515) 147-7191,TM0672,24,5,Q2,2023,WH0723,PD0544,SPE0039,41,3,27
24/6/2021 AD,-5,Randy Warehouse,"33326 Nielsen Alley
 Trenton, NJ 08608",New Jersey (NJ),JANINGE,Café furniture,595,https://www.ikea.com/us/en/p/janinge-bar-stool-grey-10281354/,Bar stool,36,84,38,Small,234,S1042,Palmer-Wells,dawn41@mullins-garcia.com,(601) 186-8186,TM0673,24,6,Q2,2021,WH0011,PD1042,SPE0094,13,18,585
11/12/2020 AD,22,Gonzalez Warehouse,"2714 Sullivan Highway Suite 842
 Cheyenne, WY 82001",Wyoming (WY),ALGOT,Bookcases & shelving units,347,https://www.ikea.com/us/en/p/algot-wall-upright-shelves-rod-s69239607/,Wall upright/shelves/rod,41,197,132,Big,232,S0680,Munoz-Ramos,wilsonjustin@wallace.com,(303) 152-9904,TM0674,11,12,Q4,2020,WH0044,PD0680,SPE0109,39,17,345
5/7/2020 AD,-13,Central Like Warehouse,"9520 Diane Estate, Trenton, New Jersey 08608",New Jersey (NJ),EKEDALEN / BERNHARD,Chairs,5465,https://www.ikea.com/us/en/p/ekedalen-bernhard-table-and-6-chairs-brown-mjuk-white-s69229217/,Table and 6 chairs,,,,Medium,1,S1427,Bean-Buchanan,coxjessica@herman.com,(602) 175-1429,TM0675,5,7,Q3,2020,WH1360,PD1427,SPE0134,13,26,5458
11/4/2023 AD,23,East Others Depot,"032 Young Curve, Little Rock, Arkansas 72201",Arkansas (AR),VOLFGANG,Chairs,175,https://www.ikea.com/us/en/p/volfgang-stool-chrome-plated-gunnared-dark-grey-70465538/,Stool,43,85,53,Small,24,S1431,Bean-Buchanan,coxjessica@herman.com,(602) 175-1429,TM0676,11,4,Q2,2023,WH0162,PD1431,SPE0134,38,15,171
18/7/2023 AD,-4,North Speak Warehouse,"3345 King Radial, Concord, New Hampshire 03301",New Hampshire (NH),POÄNG,Chairs,790,https://www.ikea.com/us/en/p/poaeng-rocking-chair-birch-veneer-hillared-anthracite-s39201026/,Rocking-chair,94,95,68,Medium,294,S1107,Smith and Sons,brianjordan@vaughan-garcia.com,(717) 192-1866,TM0677,18,7,Q3,2023,WH1316,PD1107,SPE0120,23,27,787
23/6/2019 AD,25,West Card Warehouse,"1807 Joshua Valleys Suite 653, Springfield, Illinois 62701",Illinois (IL),NORDLI,Chests of drawers & drawer units,320,https://www.ikea.com/us/en/p/nordli-modular-chest-of-2-drawers-white-10383461/,Modular chest of 2 drawers,47,45,80,Medium,112,S1610,Williams Ltd,avasquez@hardy.info,(517) 148-4309,TM0678,23,6,Q2,2019,WH1252,PD1610,SPE0062,30,5,316
10/2/2021 AD,23,South Act Warehouse,"268 Sandra Unions, Bismarck, North Dakota 58501",North Dakota (ND),ALEX,Chests of drawers & drawer units,550,https://www.ikea.com/us/en/p/alex-drawer-unit-with-9-drawers-white-50192822/,Drawer unit with 9 drawers,48,116,36,Medium,2,S1546,Patterson-Hensley,rojaslauren@davidson.org,(609) 120-5058,TM0679,10,2,Q1,2021,WH1774,PD1546,SPE0075,49,26,542
25/7/2019 AD,-5,South Official Distribution Center,"595 Melissa Mill, Tallahassee, Florida 32301",Florida (FL),TROFAST,Bookcases & shelving units,69.99,https://www.ikea.com/us/en/p/trofast-frame-white-30171123/,Frame,11,57,18,Medium,441,S0413,Martin PLC,katherine13@holloway-barr.biz,(803) 154-9733,TM0680,25,7,Q3,2019,WH1656,PD0413,SPE0058,25,30,66.99
5/10/2020 AD,10,Leblanc Warehouse,"373 James Throughway Suite 575
 Pierre, SD 57501",South Dakota (SD),FANBYN,Chairs,275,https://www.ikea.com/us/en/p/fanbyn-chair-s49228474/,Chair,,,,Medium,121,S1091,Burgess PLC,reidamanda@hanson.info,(501) 196-8834,TM0681,5,10,Q4,2020,WH0089,PD1091,SPE0119,17,7,272
22/7/2023 AD,40,Central Interview Distribution Center,"28420 Deborah Common, Augusta, Maine 04330",Maine (ME),BILLY / OXBERG,Bookcases & shelving units,468,https://www.ikea.com/us/en/p/billy-oxberg-bookcase-birch-veneer-glass-s29217730/,Bookcase,11,93,47,Medium,313,S0270,"Harper, Chan and Marshall",stephanieguzman@bennett.com,(601) 168-6236,TM0682,22,7,Q3,2023,WH1854,PD0270,SPE0148,42,2,466
28/1/2019 AD,12,South Forget Storage,"18321 Decker Squares, Providence, Rhode Island 02903",Rhode Island (RI),NORDLI,Chests of drawers & drawer units,1320,https://www.ikea.com/us/en/p/nordli-chest-of-6-drawers-white-s69276633/,Chest of 6 drawers,47,99,120,Small,120,S1643,Elliott Inc,knappjason@williams.info,(801) 113-4260,TM0683,28,1,Q1,2019,WH1872,PD1643,SPE0150,14,2,1314
16/3/2021 AD,27,West Thought Distribution Center,"3959 Aaron Summit Apt. 431, Albany, New York 12207",New York (NY),BESTÅ,Bookcases & shelving units,161,https://www.ikea.com/us/en/p/besta-shelf-unit-with-glass-doors-white-sindvik-white-clear-glass-s99047659/,Shelf unit with glass doors,16,15,47,Small,154,S0486,"Miller, Gonzalez and Greene",nmorris@knight.com,(775) 184-6067,TM0684,16,3,Q1,2021,WH0307,PD0486,SPE0143,43,16,156
7/2/2023 AD,21,Central Good Storage,"7329 Stewart Spurs, Phoenix, Arizona 85001",Arizona (AZ),LIXHULT,Cabinets & cupboards,643,https://www.ikea.com/us/en/p/lixhult-storage-combination-dark-blue-grey-white-pink-red-s09248855/,Storage combination,35,60,130,Small,78,S0798,Martin-Adams,garciavictoria@dean-jacobs.com,(916) 181-4778,TM0685,7,2,Q1,2023,WH1400,PD0798,SPE0081,27,6,637
25/1/2021 AD,16,West Week Depot,"5738 Robles Wells, Madison, Wisconsin 53703",Wisconsin (WI),BERGSHULT / GRANHULT,Bookcases & shelving units,52,https://www.ikea.com/us/en/p/bergshult-granhult-wall-shelf-white-nickel-plated-s29290933/,Wall shelf,7,2,63,Medium,21,S0393,"Collins, Reeves and Morales",brianna64@mckee.com,(518) 119-2451,TM0686,25,1,Q1,2021,WH1767,PD0393,SPE0065,25,9,42
13/12/2021 AD,27,Central Form Depot,"6160 Bryant Rue Apt. 406, Madison, Wisconsin 53703",Wisconsin (WI),RUNMARÖ,Bookcases & shelving units,129.99,https://www.ikea.com/us/en/p/runmaroe-shelf-unit-dark-gray-indoor-outdoor-80551309/,Shelf unit,15,74,47,Small,135,S0508,Burgess PLC,reidamanda@hanson.info,(501) 196-8834,TM0687,13,12,Q4,2021,WH1738,PD0508,SPE0119,35,8,121.99
11/4/2021 AD,26,South It Depot,"454 Williams Mission, Trenton, New Jersey 08608",New Jersey (NJ),GAMMALBYN,Outdoor furniture,179,https://www.ikea.com/us/en/p/gammalbyn-ottoman-beige-30556286/,Ottoman,66,43,55,Big,444,S1942,Woods LLC,stephaniecastillo@ewing.net,(304) 154-7096,TM0688,11,4,Q2,2021,WH1304,PD1942,SPE0022,47,21,169
5/9/2019 AD,33,South Should Distribution Center,"65533 Brandi Ramp Apt. 414, Phoenix, Arizona 85001",Arizona (AZ),OMAR,Bookcases & shelving units,120,https://www.ikea.com/us/en/p/omar-1-section-shelving-unit-s69829083/,1 section shelving unit,14,71,36,Small,68,S0487,"Floyd, Wheeler and Fisher",paul80@oconnor.com,(217) 120-4888,TM0689,5,9,Q3,2019,WH0338,PD0487,SPE0001,37,4,112
13/9/2019 AD,9,East Wonder Warehouse,"5890 Huynh Cove Suite 584, Little Rock, Arkansas 72201",Arkansas (AR),HEMNES,Chests of drawers & drawer units,70,https://www.ikea.com/us/en/p/hemnes-glass-top-transparent-00430019/,Glass top,,,38,Small,64,S1578,Owen-Bowen,dodsonbridget@baker-cantu.com,(617) 196-7486,TM0690,13,9,Q3,2019,WH1121,PD1578,SPE0010,35,26,65
22/8/2023 AD,45,North Prevent Depot,"020 Green Expressway Apt. 822, Sacramento, California 95814",California (CA),BILLSBRO,Cabinets & cupboards,45,https://www.ikea.com/us/en/p/billsbro-handle-white-50334317/,Handle,,,,Medium,104,S0978,Anderson Ltd,nscott@garner.com,(775) 145-9059,TM0691,22,8,Q3,2023,WH0456,PD0978,SPE0073,48,3,39
16/4/2022 AD,24,South Short Warehouse,"0359 Justin Station Apt. 123, Frankfort, Kentucky 40601",Kentucky (KY),BRIMNES,Beds,220,https://www.ikea.com/us/en/p/brimnes-headboard-with-storage-compartment-gray-50470263/,Headboard with storage compartment,28,111,146,Small,255,S0124,"Jones, Spencer and Baxter",sarah50@mccoy.com,(907) 147-1605,TM0692,16,4,Q2,2022,WH0845,PD0124,SPE0131,38,14,213
6/9/2019 AD,32,North Prevent Depot,"97727 Erica Forge, Montpelier, Vermont 05602",Vermont (VT),KUNGSFORS,Bookcases & shelving units,116,https://www.ikea.com/us/en/p/kungsfors-suspension-rail-with-shelves-stainless-steel-bamboo-s89308355/,Suspension rail with shelves,40,2,23,Small,40,S0437,Bright LLC,pierceelizabeth@mcgee.com,(651) 113-1093,TM0693,6,9,Q3,2019,WH0380,PD0437,SPE0030,45,13,111
12/12/2023 AD,27,East Would Depot,"4505 Collins Streets, Topeka, Kansas 66603",Kansas (KS),KALLAX / LAGKAPTEN,Bookcases & shelving units,191,https://www.ikea.com/us/en/p/kallax-lagkapten-workstation-white-s09481684/,Workstation,70,57,30,Big,57,S0363,Martin-Adams,garciavictoria@dean-jacobs.com,(916) 181-4778,TM0694,12,12,Q4,2023,WH0989,PD0363,SPE0081,49,22,184
5/7/2022 AD,19,West Off Warehouse,"24714 Bruce Way Suite 433, Tallahassee, Florida 32301",Florida (FL),VIHALS,Bookcases & shelving units,408.99,https://www.ikea.com/us/en/p/vihals-storage-combination-white-s79478046/,Storage combination,14,55,78,Big,98,S0287,Dixon-Smith,james31@torres.com,(225) 175-3810,TM0695,5,7,Q3,2022,WH0615,PD0287,SPE0035,37,18,403.99
5/4/2022 AD,0,North Process Distribution Center,"88868 Leon Walk, Lansing, Michigan 48933",Michigan (MI),TIMMERVIKEN,Cabinets & cupboards,15,https://www.ikea.com/us/en/p/timmerviken-drawer-front-black-60441562/,Drawer front,5,26,60,Big,18,S1010,Gilbert LLC,tiffany62@williams.net,(609) 130-3796,TM0696,5,4,Q2,2022,WH1736,PD1010,SPE0036,30,30,5
28/4/2019 AD,22,East Leg Storage,"4335 Debbie Wells, Topeka, Kansas 66603",Kansas (KS),BESTÅ,Bookcases & shelving units,195,https://www.ikea.com/us/en/p/besta-frame-grey-stained-walnut-effect-40247368/,Frame,40,128,60,Big,395,S0652,Hoover and Sons,vrodriguez@rivera.biz,(860) 165-7669,TM0697,28,4,Q2,2019,WH0459,PD0652,SPE0083,30,8,186
12/11/2023 AD,-7,East Assume Depot,"138 Hall Loaf Apt. 994, Olympia, Washington 98501",Washington (WA),NORDVIKEN / LEIFARNE,Chairs,2275,https://www.ikea.com/us/en/p/nordviken-leifarne-table-and-4-chairs-black-broringe-black-s99305177/,Table and 4 chairs,,,95,Small,172,S1529,Martin PLC,katherine13@holloway-barr.biz,(803) 154-9733,TM0698,12,11,Q4,2023,WH1602,PD1529,SPE0058,20,27,2269
10/12/2021 AD,42,Barrett Warehouse,"939 Garcia Spur
 Denver, CO 80202",Colorado (CO),ENHET,Bookcases & shelving units,180,https://www.ikea.com/us/en/p/enhet-high-cb-w-4-shelves-white-90526102/,High cb w 4 shelves,24,80,18,Medium,362,S0548,"Ruiz, Phillips and Miller",sherilogan@martinez.com,(317) 198-8564,TM0699,10,12,Q4,2021,WH0109,PD0548,SPE0106,46,4,172
14/9/2021 AD,4,North Hear Storage,"5125 Bruce Land Apt. 260, Olympia, Washington 98501",Washington (WA),TRYSIL,Chests of drawers & drawer units,445,https://www.ikea.com/us/en/p/trysil-chest-of-4-drawers-white-light-grey-60400415/,Chest of 4 drawers,40,99,60,Big,426,S1576,Jones-Fisher,jessicamoss@barnes.net,(601) 165-5769,TM0700,14,9,Q3,2021,WH1603,PD1576,SPE0142,28,24,440
15/3/2020 AD,1,East Decade Warehouse,"00216 Anne Underpass Apt. 121, Tallahassee, Florida 32301",Florida (FL),SMÅGÖRA,Nursery furniture,275,https://www.ikea.com/us/en/p/smagoera-changing-table-bookshelf-white-50460886/,Changing table/bookshelf,40,91,60,Small,234,S1782,Reynolds LLC,prodriguez@davis.org,(614) 164-2802,TM0701,15,3,Q1,2020,WH1934,PD1782,SPE0027,23,22,271
11/5/2019 AD,25,South Population Warehouse,"84141 Carl Spring Suite 524, Cheyenne, Wyoming 82001",Wyoming (WY),HEMNES,Chests of drawers & drawer units,70,https://www.ikea.com/us/en/p/hemnes-glass-top-transparent-00430019/,Glass top,,,38,Small,64,S1578,Cunningham LLC,autumn42@hood.com,(406) 144-4943,TM0702,11,5,Q2,2019,WH1510,PD1578,SPE0080,27,2,65
18/5/2021 AD,19,Central Happy Storage,"942 Garcia Drive, Harrisburg, Pennsylvania 17101",Pennsylvania (PA),MELLTORP / MARIUS,Chairs,149,https://www.ikea.com/us/en/p/melltorp-marius-table-and-2-stools-white-black-s99011764/,Table and 2 stools,,72,75,Small,301,S1217,"Gill, Spencer and Yates",diana51@mccullough.org,(302) 121-4314,TM0703,18,5,Q2,2021,WH1606,PD1217,SPE0123,35,16,142
2/3/2023 AD,25,South Contain Storage,"05978 Price Tunnel, Carson City, Nevada 89701",Nevada (NV),HJÄLPA,Bookcases & shelving units,5,https://www.ikea.com/us/en/p/hjaelpa-adjustable-clothes-rail-white-40497828/,Adjustable clothes rail,5,5,39,Big,145,S0557,Brooks-Lewis,christinebell@shepard.org,(808) 173-4884,TM0704,2,3,Q1,2023,WH0999,PD0557,SPE0023,29,4,-2
25/2/2021 AD,32,West Plant Depot,"04036 Steele Parks, Olympia, Washington 98501",Washington (WA),BILLSBRO,Cabinets & cupboards,19,https://www.ikea.com/us/en/p/billsbro-handle-stainless-steel-colour-70323600/,Handle,,,,Small,114,S0962,"Navarro, Serrano and Brown",mollygreen@duncan.biz,(404) 143-1955,TM0705,25,2,Q1,2021,WH1634,PD0962,SPE0113,44,12,17
31/10/2022 AD,41,South Wait Storage,"488 Anthony Isle, Concord, New Hampshire 03301",New Hampshire (NH),BESTÅ,Cabinets & cupboards,990,https://www.ikea.com/us/en/p/besta-tv-bench-black-brown-selsviken-high-gloss-dark-red-brown-s49298594/,TV bench,42,39,180,Big,266,S0927,Macdonald Inc,daniel49@miller.net,(775) 186-2189,TM0706,31,10,Q4,2022,WH0747,PD0927,SPE0050,46,5,987
6/1/2020 AD,5,Central Nor Distribution Center,"694 Frank Station, Hartford, Connecticut 06103",Connecticut (CT),NOTVIKEN,Cabinets & cupboards,60,https://www.ikea.com/us/en/p/notviken-drawer-front-blue-50443627/,Drawer front,,26,60,Medium,457,S0863,Murray Group,gloverthomas@campbell.com,(651) 147-1944,TM0707,6,1,Q1,2020,WH1750,PD0863,SPE0072,26,21,55
23/10/2021 AD,27,Matthew Warehouse,"38233 Collins Causeway
 Saint Paul, MN 55102",Minnesota (MN),LEIFARNE,Chairs,195,https://www.ikea.com/us/en/p/leifarne-chair-dark-yellow-mosaic-patterned-white-broringe-white-s49304199/,Chair,50,87,52,Small,337,S1115,Perry-Thomas,stevensdavid@perez.com,(404) 194-2947,TM0708,23,10,Q4,2021,WH0030,PD1115,SPE0012,42,15,189
9/4/2021 AD,11,East Tonight Depot,"38882 Sharp Port Apt. 586, Oklahoma City, Oklahoma 73102",Oklahoma (OK),BAGGANÄS,Cabinets & cupboards,27,https://www.ikea.com/us/en/p/bagganaes-knob-black-10338416/,Knob,28,,20,Big,473,S0932,Sweeney-Hodge,rodriguezpaula@rodriguez.com,(518) 144-6018,TM0709,9,4,Q2,2021,WH1229,PD0932,SPE0136,24,13,22
